collection;deck;question;correct_answer;wrong_answer_1;wrong_answer_2;wrong_answer_3;hint;explanation;level;difficulty;tags;source;cloze_text;accepted_answers;cloze_answers;cloze_word_bank
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que signifie la nouveauté en droit des brevets ?;L'invention n'a jamais été rendue accessible au public avant la date de dépôt;L'invention est originale;L'invention est utile en théorie;L'invention est publiée avant dépôt;-;Une invention est nouvelle si elle n'a jamais été rendue accessible au public avant le dépôt de la demande de brevet. Toute divulgation antérieure peut détruire la nouveauté.;1;facile;nouveaute|brevet;2.2 - Droit des brevets;Une invention est nouvelle si elle n'a pas été rendue publique {{avant le dépôt}}.;avant le dépôt|avant la date de dépôt;avant le dépôt;avant le dépôt|L'invention est originale|L'invention est utile en théorie|L'invention est publiée avant dépôt
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que désigne l'état de la technique ?;Tout ce qui est connu avant le dépôt;Uniquement les brevets belges;Uniquement les logiciels open source;Uniquement les informations secrètes;-;L'état de la technique comprend tout ce qui est connu avant le dépôt. Il inclut les descriptions écrites ou orales, les usages publics et tout moyen accessible au public.;1;facile;etat-technique;2.2 - Droit des brevets;L'état de la technique est {{tout ce qui est connu avant le dépôt}}.;tout ce qui est connu avant le dépôt;tout ce qui est connu avant le dépôt;tout ce qui est connu avant le dépôt|Uniquement les brevets belges|Uniquement les logiciels open source|Uniquement les informations secrètes
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels moyens peuvent rendre une invention accessible au public ?;Description écrite, description orale, usage public ou autre moyen accessible au public;Uniquement publication au Moniteur;Uniquement vente en Belgique;Uniquement copie de sauvegarde;Revois les critères de brevetabilité et leurs limites.;Le document indique que l'information peut être rendue publique par écrit, oralement, par usage public ou par tout autre moyen accessible, y compris en ligne.;2;moyen;accessibilite|public;2.2 - Droit des brevets;La nouveauté peut être détruite par {{description écrite, description orale, usage public ou autre moyen accessible}}.;description écrite|description orale|usage public;description écrite, description orale, usage public ou autre moyen accessible;description écrite, description orale, usage public ou autre moyen accessible|Uniquement publication au Moniteur|Uniquement vente en Belgique|Uniquement copie de sauvegarde
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi l'algorithme publié sur GitHub avant le dépôt n'est-il plus nouveau ?;Parce qu'il a été rendu accessible au public avant la demande de brevet;Parce que GitHub transfère les droits;Parce qu'un algorithme est une topographie;Parce que la nouveauté n'existe pas;Revois les critères de brevetabilité et leurs limites.;La publication sur GitHub rend l'algorithme accessible au public. Si elle précède le dépôt, elle détruit la nouveauté exigée pour le brevet.;2;moyen;github|nouveaute;2.2 - Droit des brevets;L'algorithme perd sa nouveauté car il est {{accessible au public avant le dépôt}}.;accessible au public|publié avant dépôt;accessible au public avant le dépôt;accessible au public avant le dépôt|Parce que GitHub transfère les droits|Parce qu'un algorithme est une topographie|Parce que la nouveauté n'existe pas
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle solution est recommandée avant de publier une invention brevetable ?;Déposer d'abord le brevet, puis publier;Publier d'abord sur GitHub;Ne jamais déposer;Vendre d'abord hors UE;-;Le document conclut l'exemple GitHub par une règle pratique : déposer d'abord le brevet, puis publier. Cela préserve la nouveauté.;1;facile;depot|publication;2.2 - Droit des brevets;Il faut {{déposer d'abord le brevet, puis publier}}.;déposer avant de publier|dépôt avant publication;déposer d'abord le brevet, puis publier;déposer d'abord le brevet, puis publier|Publier d'abord sur GitHub|Ne jamais déposer|Vendre d'abord hors UE
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que signifie l'activité inventive ?;Pour l'homme du métier, l'invention n'est pas évidente à partir de l'état de la technique;L'invention est simplement nouvelle;L'invention est originale;L'invention est déposée chez un notaire;Revois les critères de brevetabilité et leurs limites.;L'activité inventive existe lorsque l'invention n'est pas évidente pour un homme du métier à partir de l'état de la technique. Elle doit résoudre un problème technique de manière non évidente.;2;moyen;activite-inventive;2.2 - Droit des brevets;L'activité inventive exige une invention {{non évidente pour l'homme du métier}}.;non évidente|homme du métier;non évidente pour l'homme du métier;non évidente pour l'homme du métier|L'invention est simplement nouvelle|L'invention est originale|L'invention est déposée chez un notaire
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Qui est l'homme du métier ?;Un professionnel moyen du domaine avec les connaissances générales de sa spécialité, mais sans génie;Le meilleur expert mondial;Le juge;L'utilisateur final;-;L'homme du métier est un professionnel moyen, doté des connaissances générales de sa spécialité. Il n'est pas supposé être un génie inventif.;1;facile;homme-du-metier;2.2 - Droit des brevets;L'homme du métier est {{un professionnel moyen du domaine, sans génie}}.;professionnel moyen|sans génie;un professionnel moyen du domaine, sans génie;un professionnel moyen du domaine, sans génie|Le meilleur expert mondial|Le juge|L'utilisateur final
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi une simple combinaison logique d'éléments connus ne suffit-elle pas ?;Parce qu'il faut résoudre un problème technique de manière non évidente;Parce qu'elle est toujours originale;Parce qu'elle est protégée par droit d'auteur;Parce qu'elle est secrète;Revois les critères de brevetabilité et leurs limites.;Une invention ne doit pas être une simple combinaison logique d'éléments connus. Elle doit apporter une solution technique non évidente.;2;moyen;non-evidence|probleme-technique;2.2 - Droit des brevets;Il faut une solution {{non évidente à un problème technique}}.;solution non évidente|problème technique;non évidente à un problème technique;non évidente à un problème technique|Parce qu'elle est toujours originale|Parce qu'elle est protégée par droit d'auteur|Parce qu'elle est secrète
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que signifie l'application industrielle ?;L'invention peut être fabriquée ou utilisée dans n'importe quel secteur industriel;Elle est seulement théorique;Elle est uniquement utilisée en usine lourde;Elle est divulguée dans une conférence;-;L'application industrielle exige une possibilité réelle de fabrication ou d'utilisation dans un secteur industriel. L'invention doit avoir une utilité pratique concrète.;1;facile;application-industrielle;2.2 - Droit des brevets;L'application industrielle signifie que l'invention peut être {{fabriquée ou utilisée dans un secteur industriel}}.;fabriquée ou utilisée|secteur industriel;fabriquée ou utilisée dans un secteur industriel;fabriquée ou utilisée dans un secteur industriel|Elle est seulement théorique|Elle est uniquement utilisée en usine lourde|Elle est divulguée dans une conférence
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quels secteurs sont cités comme exemples d'application industrielle ?;Industrie lourde, technologies numériques, santé, énergie et transport;Uniquement l'industrie lourde;Uniquement les jeux vidéo;Uniquement les bibliothèques;-;Le document cite plusieurs secteurs : industrie lourde, technologies numériques, santé, énergie et transport. L'application industrielle ne se limite donc pas aux usines classiques.;1;facile;secteurs|application-industrielle;2.2 - Droit des brevets;L'application industrielle peut viser {{industrie lourde, technologies numériques, santé, énergie et transport}}.;industrie lourde|technologies numériques|santé|énergie|transport;industrie lourde, technologies numériques, santé, énergie et transport;industrie lourde, technologies numériques, santé, énergie et transport|Uniquement l'industrie lourde|Uniquement les jeux vidéo|Uniquement les bibliothèques
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Pourquoi une idée théoriquement intéressante ne suffit-elle pas ?;Parce qu'il faut une possibilité réelle d'exploitation;Parce qu'il faut seulement l'originalité;Parce que les idées abstraites sont brevetables;Parce que le brevet est automatique;Revois les critères de brevetabilité et leurs limites.;Le document précise qu'une invention doit avoir une utilité concrète. Une idée seulement théorique ne suffit pas sans possibilité réelle d'exploitation.;2;moyen;exploitation|application-industrielle;2.2 - Droit des brevets;Il faut {{une possibilité réelle d'exploitation}}.;possibilité réelle d'exploitation|exploitation réelle;une possibilité réelle d'exploitation;une possibilité réelle d'exploitation|Parce qu'il faut seulement l'originalité|Parce que les idées abstraites sont brevetables|Parce que le brevet est automatique
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple des bras robotiques, pourquoi l'activité inventive peut-elle être reconnue ?;Parce que l'algorithme intègre une analyse physique du son jamais utilisée de cette manière;Parce que tout robot est brevetable;Parce que le code est protégé;Parce que la méthode est publiée;Revois les critères de brevetabilité et leurs limites.;L'exemple met en avant une méthode logicielle de tri basée sur une analyse physique du son jamais utilisée ainsi. Cette contribution peut rendre la solution non évidente.;3;avancé;bras-robotiques|son;2.2 - Droit des brevets;L'activité inventive vient de {{l'analyse physique du son jamais utilisée de cette manière}}.;analyse physique du son|analyse sonore;l'analyse physique du son jamais utilisée de cette manière;l'analyse physique du son jamais utilisée de cette manière|Parce que tout robot est brevetable|Parce que le code est protégé|Parce que la méthode est publiée
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple des bras robotiques, pourquoi l'application industrielle peut-elle être reconnue ?;Parce que la méthode peut être utilisée dans des chaînes de tri automatisées;Parce qu'elle est pédagogique;Parce qu'elle est une oeuvre littéraire;Parce qu'elle est un simple menu;Revois les critères de brevetabilité et leurs limites.;La méthode peut être utilisée dans des chaînes de tri automatisées en logistique, recyclage ou agroalimentaire. Elle présente donc une exploitation industrielle concrète.;2;moyen;bras-robotiques|application;2.2 - Droit des brevets;L'application industrielle vient de l'usage dans {{des chaînes de tri automatisées}}.;chaînes de tri automatisées|tri automatisé;des chaînes de tri automatisées;des chaînes de tri automatisées|Parce qu'elle est pédagogique|Parce qu'elle est une oeuvre littéraire|Parce qu'elle est un simple menu
